Benchmark	Description	ActualAvgRounds	MinScore	TIME_TO_SEC(timediff(TimeEnd, TimeStart))
ra-driver	Bidirectional ring, de+de1220	151.9	0.2200855200646572	60
rb-driver	Barabasi-Albert, de+nelder mead	632.8	0.008674389758464095	195
rb-driver	Hypercube, pso	1999	4389.481635049372	731
sw-driver	Extended Barabasi-Albert, pso_gen	1999	2745.2059382744073	372
gr-driver	Broadcast, de+praxis	638.1	0.00006181853824249739	120
sw-driver	Bidirectional chain, pso_gen	1999	2912.908579244132	367
gr-driver	Watts-Strogatz, nsga2	1999	173.2219395376731	321
rb-driver	1-2-3 Ring, ihs	1999	199.897058010412	503
gr-driver	Fully Connected, de+pso	1999	0.00985728460782076	992
gr-driver	Hypercube, de+nsga2	1999	0.03441336289716124	1083
ra-driver	Watts-Strogatz, bee_colony	51.5	0.27763745134501505	24
rb-driver	Broadcast, de+nelder mead	988.8	0.008205258175572923	193
gr-driver	Broadcast, sade	350.6	0.00006405602475290095	84
gr-driver	Hypercube, de+sade	1999	0.04171895879778009	711
gr-driver	1-2-3 Ring, ihs	1999	1.1236364213590946	524
sw-driver	Barabasi-Albert, nsga2	1999	3974.506338172016	345
sw-driver	Barabasi-Albert, cmaes	1999	-504782.1484218098	543
gr-driver	Watts-Strogatz, ihs	1999	1.3115746359426852	489
gr-driver	Broadcast, de+sade	675.3	0.0001014812118123043	125
sw-driver	Barabasi-Albert, de+pso	314.5	0.00018541359986556927	79
gr-driver	Hypercube, de+nelder mead	228.8125	0.00008196292730910937	98
rb-driver	Ageing Extended Barabasi-Albert, sade	927.7	0.0009888227051032179	257
rb-driver	Extended Barabasi-Albert, xnes	1999	60719.47412841778	530
rb-driver	Broadcast, pso	1999	7017.253545670149	354
ra-driver	One-way ring, de+nelder mead	159.4	0.15435316793906395	52
rb-driver	Broadcast, cmaes	1999	82304.51005430307	402
gr-driver	1-2-3 Ring, xnes	1999	99.33400121956277	508
ra-driver	Bidirectional ring, pso	1999	77.27057421769555	335
rb-driver	Hypercube, xnes	1999	67194.68706261426	952
gr-driver	1-2-3 Ring, bee_colony	146.3	0.00014060419947770075	64
gr-driver	Hypercube, ihs	1999	1.106438609859857	972
ra-driver	Barabasi-Albert, de+pso	163.9	0.30978103381079336	53
gr-driver	Hypercube, de1220	226.25	0.00008705957495691585	117
gr-driver	Watts-Strogatz, de+de1220	1999	0.01724102091528279	390
gr-driver	Fully Connected, nsga2	1999	131.384945207238	332
gr-driver	Barabasi-Albert, sade	295.6	0.00012598130477503577	85
rb-driver	Barabasi-Albert, de+sade	587.3	0.0051372030219756564	171
rb-driver	Extended Barabasi-Albert, sade	952.2	0.0021885678360481844	255
gr-driver	Watts-Strogatz, de1220	264.5	0.00019647415384660416	97
gr-driver	Barabasi-Albert, pso_gen	1999	33.70389135020546	412
sw-driver	Rim, de+nelder mead	68.7	0.0000000000027284841053187847	26
ra-driver	Ageing Extended Barabasi-Albert, de+de1220	156	0.2853732167930616	50
gr-driver	Barabasi-Albert, de+sade	365.5	0.00007217725265695751	96
gr-driver	Hypercube, pso	1999	30.235414869397164	623
gr-driver	Fully Connected, de+sade	266	0.0001149895626791908	83
rb-driver	Extended Barabasi-Albert, pso_gen	1999	7014.667137398224	352
gr-driver	Watts-Strogatz, pso_gen	1999	28.77063515875015	343
ra-driver	One-way ring, de+pso	214.8	0.30320256712207083	84
ra-driver	Bidirectional chain, cmaes	1999	129.5559257965802	532
rb-driver	Fully Connected, de+praxis	62.3	0.0003654883064048486	27
gr-driver	Hypercube, sade	172.25	0.00014380293208593464	339
gr-driver	Hypercube, nsga2	1999	127.18806813123543	925
gr-driver	Barabasi-Albert, de+praxis	339.5	0.00008481925773695664	103
gr-driver	Extended Barabasi-Albert, de+sade	1999	0.007396040334114895	390
sw-driver	One-way ring, de+sade	245.1	0.00017505417145002866	71
rb-driver	Extended Barabasi-Albert, bee_colony	1999	0.003270223554532855	507
ra-driver	Rim, de+nelder mead	193.5	0.00000000000017053025658242404	134
gr-driver	Ageing Extended Barabasi-Albert, ihs	1999	1.0755668805850007	607
gr-driver	Hypercube, cmaes	1999	123.01934415718505	968
gr-driver	Broadcast, de+de1220	732.9	0.00007081772554318189	162
gr-driver	Barabasi-Albert, nsga2	1999	144.15208144436411	345
ra-driver	Watts-Strogatz, de+de1220	154.2	0.29022436438665977	130
ra-driver	Watts-Strogatz, de	170.6	0.3080049078883178	196
ra-driver	Watts-Strogatz, ihs	1999	4.357598666446336	815
gr-driver	Barabasi-Albert, de+de1220	1999	0.00985728460782076	391
gr-driver	Erdos-Renyi, nsga2	1999	163.29535465189568	315
gr-driver	Broadcast, de+pso	728.7	0.00009026271443812739	142
rb-driver	One-way ring, de+de1220	436.5	0.0032365890153755413	139
rb-driver	Bidirectional ring, sade	973	0.006681501538220631	288
ra-driver	1-2-3 Ring, cmaes	1999	143.67516587197966	525
ra-driver	Fully Connected, de+de1220	173.6	0.26583718855528105	56
ra-driver	Broadcast, de+nelder mead	286.4	0.31079074250399685	61
gr-driver	Hypercube, de	249.9375	0.00010534319592025998	107
gr-driver	Erdos-Renyi, de+de1220	950.2	0.00010851105240672343	196
gr-driver	Extended Barabasi-Albert, de+nelder mead	1999	0.03194236749533208	391
ra-driver	Hypercube, cmaes	1999	148.72410047799391	980
gr-driver	Watts-Strogatz, de+nelder mead	1999	0.00985728460782076	460
gr-driver	Hypercube, de+de1220	1999	0.00985728460782076	785
gr-driver	Erdos-Renyi, de+sade	937.4	0.00007551417605211608	196
gr-driver	Barabasi-Albert, xnes	1999	77.3397981420436	537
ra-driver	Watts-Strogatz, pso	1999	73.65961391869912	352
gr-driver	Broadcast, de	593.3	0.00009187054369508285	124
gr-driver	Barabasi-Albert, de1220	1999	0.007396040334114895	397
ra-driver	Hypercube, xnes	1999	143.73794925312475	973
ra-driver	Broadcast, sade	165.9	0.31277077627919425	37
ra-driver	Broadcast, de1220	238.7	0.3056965457710419	57
ra-driver	Barabasi-Albert, cmaes	1999	159.35590004303538	506
gr-driver	Hypercube, de+pso	1999	0.00985728460782076	685
gr-driver	Barabasi-Albert, ihs	1999	1.0832467163661665	467
ra-driver	Fully Connected, de+pso	192.3	0.29409671920998903	53
gr-driver	Barabasi-Albert, bee_colony	197.5	0.00011529618490346838	70
gr-driver	Hypercube, xnes	1999	103.31296107873513	1003
gr-driver	Extended Barabasi-Albert, bee_colony	154.7	0.00012366842779654164	45
ra-driver	Fully Connected, de+sade	131.1	0.2815113066784818	52
ra-driver	Hypercube, de+nelder mead	120.4375	0.30815507835521316	69
ra-driver	Erdos-Renyi, de1220	205.8	0.22882070701706425	47
ra-driver	Extended Barabasi-Albert, pso_gen	1999	23.854162548605064	438
gr-driver	Extended Barabasi-Albert, pso_gen	1999	23.854162548605064	442
gr-driver	Extended Barabasi-Albert, de	317.6	0.00011203433269846297	109
gr-driver	Hypercube, de+praxis	271.5	0.0001103600294787288	136
ra-driver	Extended Barabasi-Albert, de+nsga2	173.5	0.23615662563804563	50
ra-driver	Rim, pso	1999	70.52598063359144	314
rb-driver	One-way ring, de1220	496.1	0.004964221171032837	130
gr-driver	Watts-Strogatz, sade	299.1	0.00008221951492382029	79
ra-driver	Barabasi-Albert, de+de1220	225.7	0.147355087106547	63
rb-driver	One-way ring, de	665	0.009080918386051962	176
ra-driver	Ageing Extended Barabasi-Albert, de+nsga2	185.2	0.30606540645990776	52
ra-driver	Barabasi-Albert, de+sade	190.9	0.30028551239180956	51
rb-driver	One-way ring, ihs	1999	22.34471493547795	520
gr-driver	Ageing Extended Barabasi-Albert, de	1999	0.0172361119176615	408
ra-driver	Ageing Extended Barabasi-Albert, cmaes	1999	154.0537021053779	508
ra-driver	Ageing Extended Barabasi-Albert, de+nelder mead	194.3	0.17964790154294974	57
gr-driver	Ageing Extended Barabasi-Albert, xnes	1999	79.47181767852607	534
ra-driver	Broadcast, de+praxis	281.1	0.27564454742929456	60
ra-driver	Hypercube, pso_gen	1999	85.64197401650667	651
ra-driver	Extended Barabasi-Albert, de+sade	178.4	0.27908842353920704	52
rb-driver	Broadcast, de+sade	962.4	0.007539889383312706	174
ra-driver	Watts-Strogatz, de+nsga2	176.5	0.21652989239248654	57
ra-driver	Watts-Strogatz, cmaes	1999	152.5738123588239	513
rb-driver	One-way ring, de+praxis	65.6	0.00017649395168136265	23
gr-driver	Barabasi-Albert, de+pso	1999	0.007396040334114895	392
ra-driver	Extended Barabasi-Albert, ihs	1999	5.610488559087287	525
gr-driver	Extended Barabasi-Albert, de+praxis	424.7	0.0001413959669411824	112
ra-driver	Ageing Extended Barabasi-Albert, sade	130.8	0.3038810931014666	40
gr-driver	Ageing Extended Barabasi-Albert, de1220	241	0.00009369445749185523	66
ra-driver	Extended Barabasi-Albert, bee_colony	59.5	0.255734826819463	21
ra-driver	Ageing Extended Barabasi-Albert, de+praxis	185.9	0.2979392966157661	49
rb-driver	One-way ring, bee_colony	1999	0.0339974661252333	527
ra-driver	Ageing Extended Barabasi-Albert, de	189.7	0.2698568903132639	51
ra-driver	Fully Connected, de+nsga2	212.9	0.2567346446547276	62
ra-driver	Watts-Strogatz, nsga2	1999	156.69766764468102	328
ra-driver	Ageing Extended Barabasi-Albert, de1220	159.9	0.2416426138921679	45
gr-driver	Extended Barabasi-Albert, nsga2	1999	153.7602807054319	335
rb-driver	Bidirectional ring, de+nelder mead	60.8	0.0002554440553679385	50
ra-driver	Barabasi-Albert, de+praxis	185.8	0.2796413509895501	113
ra-driver	Watts-Strogatz, de+nelder mead	95.7	0.30637939171171524	129
rb-driver	Bidirectional chain, pso_gen	1999	5876.001347425499	443
rb-driver	Bidirectional ring, de1220	514.8	0.0019712352917823314	165
ra-driver	Hypercube, ihs	1999	3.8710665316202153	993
rb-driver	Bidirectional ring, de	651	0.0026740789578196737	171
ra-driver	Extended Barabasi-Albert, xnes	1999	148.70132252616108	527
rb-driver	Fully Connected, ihs	1999	23.82458876855692	517
rb-driver	Bidirectional chain, de+pso	645.8	0.009296511001059818	169
rb-driver	Hypercube, pso_gen	1999	4256.847647520728	658
rb-driver	One-way ring, nsga2	1999	98629.81034415563	320
rb-driver	Bidirectional ring, ihs	1999	23.57849286226817	516
rb-driver	1-2-3 Ring, xnes	1999	55605.44048431213	487
rb-driver	Bidirectional chain, bee_colony	1999	0.5900800339888389	497
rb-driver	Bidirectional chain, de	666.6	0.003116334073669456	188
rb-driver	One-way ring, de+nelder mead	64.6	0.0004267197872749012	48
rb-driver	One-way ring, de+nsga2	649.9	0.017545472234917876	234
rb-driver	Bidirectional ring, de+pso	725.7	0.0017478359287520556	276
rb-driver	1-2-3 Ring, pso_gen	1999	7549.657654405366	399
ak-driver	Bidirectional ring, de1220	119.8	0.04438253543179771	42
gr-driver	One-way ring, cmaes	1999	121.00028135586521	1117
gr-driver	One-way ring, ihs	1999	1.3304613645092418	1123
ak-driver	Rim, pso_gen	1999	11.426191848636316	378
ak-driver	Extended Barabasi-Albert, de+de1220	192.4	0.04343134086870082	63
ra-driver	Rim, de+sade	150.6	0.2533135559782522	49
rb-driver	1-2 Ring, nsga2	1999	86411.76199329681	357
ak-driver	One-way ring, de+de1220	121.1	0.044984430587146296	40
ak-driver	Extended Barabasi-Albert, cmaes	1999	16.36026358927504	556
ak-driver	Fully Connected, nsga2	1999	17.355380783715574	379
ak-driver	Barabasi-Albert, nsga2	1999	16.92607460395497	347
gr-driver	Bidirectional ring, pso	1999	34.3925795048259	370
ra-driver	Watts-Strogatz, de+praxis	179.7	0.2665197347258754	56
rb-driver	Barabasi-Albert, sade	906.2	0.0021657411305630375	226
ak-driver	Ageing Extended Barabasi-Albert, pso_gen	1999	11.232766657095508	465
ra-driver	1-2 Ring, de+praxis	136.1	0.2171997562692809	63
ra-driver	1-2 Ring, pso	1999	60.32069868512423	419
rb-driver	Watts-Strogatz, sade	913.6	0.0020172941574011834	235
sw-driver	Bidirectional chain, sade	227.6	0.0001794936588339624	66
ak-driver	Bidirectional chain, de+pso	125.7	0.04453431668240215	190
ak-driver	Rim, de+pso	216.7	0.042446496249223475	222
ak-driver	1-2 Ring, pso_gen	1999	11.563988051251455	546
rb-driver	Erdos-Renyi, de+nelder mead	796.2	0.005464808734655617	185
ra-driver	Erdos-Renyi, sade	152.9	0.2950857019701232	43
rb-driver	Barabasi-Albert, pso	1999	4811.618331352413	387
sw-driver	Barabasi-Albert, de1220	220.4	0.00019917274312319933	66
ak-driver	Barabasi-Albert, de+nsga2	193.6	0.040531659889478266	54
ra-driver	One-way ring, bee_colony	43.7	0.3122995059299001	25
ra-driver	Fully Connected, nsga2	1999	140.2680840717705	411
ra-driver	Broadcast, cmaes	1999	144.21937895430844	496
ak-driver	Broadcast, de+nelder mead	260.4	0.04213989479272273	59
ra-driver	Bidirectional chain, ihs	1999	6.877826793736773	536
sw-driver	Bidirectional chain, nsga2	1999	4074.975398599652	333
rb-driver	Bidirectional chain, de+de1220	640.5	0.002953676230686277	168
ak-driver	1-2-3 Ring, xnes	1999	16.214840534771486	642
ak-driver	1-2-3 Ring, cmaes	1999	16.137985610669098	644
ra-driver	Hypercube, de+nsga2	126	0.3144014927623573	65
rb-driver	Extended Barabasi-Albert, pso	1999	3628.135925524402	375
rb-driver	Erdos-Renyi, nsga2	1999	96224.80802386341	339
ra-driver	Watts-Strogatz, pso_gen	1999	77.97059198738991	367
sw-driver	Watts-Strogatz, de	308.4	0.00017885957458929624	105
sw-driver	Hypercube, cmaes	1999	-555017.3532010735	1005
rb-driver	Erdos-Renyi, de+pso	700.6	0.004129485962338374	153
sw-driver	Extended Barabasi-Albert, de+de1220	305.5	0.00014908764751453418	92
ra-driver	Barabasi-Albert, de+nsga2	190	0.2803079077455948	58
sw-driver	Bidirectional ring, ihs	1999	40.67045075058468	507
ra-driver	Bidirectional chain, de+nelder mead	149.1	0.017247995665115923	57
ra-driver	Bidirectional chain, de	177.6	0.286220428936133	66
rb-driver	Hypercube, sade	713.875	0.0007227326688820704	786
sw-driver	Watts-Strogatz, de+praxis	1999	0	435
sw-driver	Erdos-Renyi, xnes	1999	-349436.33132068417	567
rb-driver	Hypercube, de+nsga2	452.0625	0.008712190863430096	214
sw-driver	Fully Connected, sade	234	0.00019668464392452734	76
ra-driver	Fully Connected, bee_colony	58.7	0.19337245532693714	24
rb-driver	1-2 Ring, pso_gen	1999	5690.388403038166	387
ak-driver	Broadcast, ihs	1999	5.067990698613986	433
ak-driver	Barabasi-Albert, xnes	1999	16.340319939685276	529
ak-driver	Bidirectional ring, sade	128.5	0.041809629662193704	53
ak-driver	Bidirectional ring, nsga2	1999	16.28348392453816	350
ra-driver	Broadcast, xnes	1999	122.2181935626992	428
ak-driver	Bidirectional chain, de+sade	161.8	0.04349554347448903	54
gr-driver	Ageing Extended Barabasi-Albert, bee_colony	136.7	0.00007880957630035379	45
rb-driver	1-2 Ring, de1220	482.3	0.003347801865391688	169
rb-driver	Rim, xnes	1999	69164.44936274968	572
ak-driver	One-way ring, nsga2	1999	17.083195464860623	317
ra-driver	Fully Connected, cmaes	1999	152.58650691696167	539
sw-driver	1-2 Ring, de+nelder mead	23.8	0.0000000000018189894035458565	277
sw-driver	1-2-3 Ring, de+de1220	219.3	0.0001702895924609038	472
sw-driver	1-2 Ring, bee_colony	29.8	0.00012926359886478167	555
sw-driver	1-2 Ring, nsga2	1999	3832.4649376088055	831
sw-driver	Fully Connected, ihs	1999	48.3683835072361	1076
sw-driver	1-2 Ring, xnes	1999	-467476.2326066226	1124
sw-driver	1-2 Ring, cmaes	1999	-455852.40788415493	526
ak-driver	Extended Barabasi-Albert, de+nsga2	150.4	0.044478860138287946	376
ak-driver	Ageing Extended Barabasi-Albert, de	118.6	0.044660168562800084	396
rb-driver	Watts-Strogatz, pso_gen	1999	2764.8554866032146	377
rb-driver	Broadcast, de	1086	0.002305659558983977	239
rb-driver	Broadcast, sade	1482.4	0.0012647731599070941	309
rb-driver	Erdos-Renyi, ihs	1999	139.72825003713456	511
rb-driver	Erdos-Renyi, de+sade	625.7	0.02432772468496506	149
gr-driver	Erdos-Renyi, cmaes	1999	111.15885963818862	512
ak-driver	Watts-Strogatz, de+sade	183.2	0.03920853438869232	57
ak-driver	Barabasi-Albert, de+pso	172	0.03800281057162325	622
ak-driver	Erdos-Renyi, de+nelder mead	198.2	0.044522056183016634	613
ak-driver	Barabasi-Albert, de	70.5	0.04234399241645592	624
ak-driver	Erdos-Renyi, de+pso	52.3	0.0449911061167545	777
ak-driver	Erdos-Renyi, de+praxis	191.6	0.0435304492176809	797
ak-driver	Extended Barabasi-Albert, pso	1999	10.791024952085346	1164
ak-driver	Extended Barabasi-Albert, nsga2	1999	16.423297477949923	1166
gr-driver	Rim, de	1999	0.007396040334114895	409
gr-driver	Bidirectional chain, de+pso	1999	0.007396040334114895	424
gr-driver	Bidirectional chain, pso_gen	1999	35.35377826544365	367
ak-driver	Ageing Extended Barabasi-Albert, de1220	116.5	0.0428701352298444	42
rb-driver	1-2 Ring, de+nelder mead	54.1	0.0003631598360039086	26
ak-driver	Ageing Extended Barabasi-Albert, pso	1999	11.60008189928849	364
sw-driver	One-way ring, pso	1999	3056.5714739188725	397
sw-driver	Bidirectional ring, pso	1999	2852.582883748804	411
ak-driver	Extended Barabasi-Albert, de+sade	189.3	0.04460247144997043	62
sw-driver	One-way ring, de	329.3	0.00019399940720177256	136
rb-driver	Watts-Strogatz, de+nelder mead	677.4	0.007444456978011251	238
rb-driver	Barabasi-Albert, de	524.4	0.0033773248197791184	256
rb-driver	Watts-Strogatz, cmaes	1999	52366.245935177525	568
ak-driver	Ageing Extended Barabasi-Albert, de+sade	159.4	0.04361621993702913	66
ak-driver	Ageing Extended Barabasi-Albert, cmaes	1999	15.542065978069305	558
ra-driver	Rim, de+nsga2	219.5	0.3110617042427464	68
rb-driver	Rim, de+sade	587.3	0.004988781760898137	274
rb-driver	Rim, pso	1999	3817.3649192495145	548
rb-driver	Rim, ihs	1999	143.12414188659875	683
gr-driver	Bidirectional chain, bee_colony	133	0.00007533899980316505	50
gr-driver	Broadcast, bee_colony	109.9	0.00009027619039514434	37
gr-driver	Broadcast, xnes	1999	138.15873887623917	438
rb-driver	Bidirectional ring, nsga2	1999	63740.41607261202	372
rb-driver	Rim, pso_gen	1999	4312.24279106641	439
ak-driver	Ageing Extended Barabasi-Albert, de+nsga2	197.4	0.04406073990129444	65
gr-driver	Broadcast, de+nelder mead	569.9	0.00007107394598770966	114
gr-driver	Broadcast, cmaes	1999	151.20251754413738	415
ra-driver	Rim, de+pso	223.3	0.2735740004213483	80
gr-driver	Watts-Strogatz, de	1999	0.007396040334114895	408
ak-driver	Ageing Extended Barabasi-Albert, de+praxis	179.4	0.0437654578826181	55
gr-driver	Erdos-Renyi, xnes	1999	110.85381581916062	526
gr-driver	Bidirectional chain, pso	1999	25.72856248077792	384
gr-driver	Watts-Strogatz, de+sade	1999	0.024602682556861155	388
gr-driver	Erdos-Renyi, pso_gen	1999	31.616440021845058	336
ra-driver	1-2-3 Ring, nsga2	1999	152.6160677053667	329
gr-driver	Broadcast, pso_gen	1999	22.895446258238113	369
ra-driver	1-2 Ring, sade	135.2	0.2892644137652951	45
rb-driver	Watts-Strogatz, bee_colony	1999	0.6427410880584595	519
gr-driver	One-way ring, de	343.2	0.00010042051170211508	95
gr-driver	Erdos-Renyi, de+praxis	962.7	0.00009318866839602702	206
rb-driver	Bidirectional ring, pso_gen	1999	5796.035901949364	361
gr-driver	Barabasi-Albert, de+nelder mead	1999	0.0172361119176615	390
ra-driver	Fully Connected, ihs	1999	2.6739251940367126	532
rb-driver	1-2-3 Ring, de+pso	702.1	0.00366755854040776	180
ra-driver	Bidirectional chain, de+sade	143.4	0.27560541520463744	43
rb-driver	Erdos-Renyi, de	768.4	0.004581985731557397	165
ra-driver	Rim, de1220	163.4	0.28159841372203687	54
rb-driver	Broadcast, bee_colony	724.6	0.006627887763454688	161
gr-driver	Erdos-Renyi, bee_colony	152.4	0.0000691231688698668	47
gr-driver	Broadcast, de+nsga2	492.6	0.00007124527797708335	106
ra-driver	Extended Barabasi-Albert, de+pso	182.3	0.3108192145688804	68
rb-driver	Bidirectional ring, de+sade	572.9	0.0015979641582488035	163
ra-driver	Hypercube, de	135.9375	0.26814255535504117	65
ra-driver	1-2-3 Ring, xnes	1999	120.87799929329458	521
ra-driver	Erdos-Renyi, ihs	1999	7.126821863426812	503
ra-driver	Watts-Strogatz, de+sade	189.7	0.2593278570067241	60
gr-driver	Erdos-Renyi, de+nelder mead	1069	0.00020259876071249128	238
ra-driver	1-2-3 Ring, de+de1220	149.8	0.3021500549261589	91
ra-driver	1-2 Ring, de+de1220	170.6	0.26028261198990776	67
ra-driver	Broadcast, pso	1999	89.95193956493496	386
gr-driver	Ageing Extended Barabasi-Albert, sade	257	0.00008956777066693178	86
ra-driver	Erdos-Renyi, nsga2	1999	136.23665580169455	331
ra-driver	Bidirectional chain, de+pso	162.6	0.26159400901093477	52
rb-driver	Fully Connected, cmaes	1999	70502.36775079042	523
ra-driver	1-2-3 Ring, de	183.2	0.29372426028004384	53
ra-driver	Erdos-Renyi, cmaes	1999	140.97169061676672	453
ra-driver	1-2 Ring, ihs	1999	2.7807097945410817	512
ra-driver	Erdos-Renyi, bee_colony	63.6	0.2902996659220207	26
rb-driver	Erdos-Renyi, pso_gen	1999	5461.278190761263	377
rb-driver	Ageing Extended Barabasi-Albert, cmaes	1999	62847.7598414828	511
gr-driver	Erdos-Renyi, de1220	332	0.00006029640091997912	93
gr-driver	Broadcast, nsga2	1999	167.59146878197768	378
ra-driver	1-2-3 Ring, de+pso	229	0.3058017040746108	72
rb-driver	Fully Connected, pso	1999	5265.40974044258	384
ra-driver	Hypercube, de+sade	127.8125	0.30006344970584564	61
ak-driver	Ageing Extended Barabasi-Albert, nsga2	1999	17.129523588920403	326
ak-driver	Extended Barabasi-Albert, de+pso	211	0.04148542445196357	61
rb-driver	Rim, bee_colony	1999	0.7414186998356986	516
ra-driver	Broadcast, de+de1220	302.1	0.2719289914069236	73
ra-driver	1-2 Ring, de+pso	202.6	0.19149067619810012	62
rb-driver	Bidirectional chain, xnes	1999	75896.56856045367	504
rb-driver	Bidirectional ring, xnes	1999	75166.80880490916	512
rb-driver	Hypercube, de1220	345.3125	0.0020641534482641437	148
gr-driver	Broadcast, pso	1999	35.397306394824845	372
ra-driver	Watts-Strogatz, sade	110.6	0.2938547529111304	54
rb-driver	Bidirectional ring, bee_colony	1999	0.09394151054450374	523
ra-driver	1-2-3 Ring, de+praxis	118.5	0.29594257923412215	43
ra-driver	Erdos-Renyi, pso	1999	76.48655036552607	373
gr-driver	Barabasi-Albert, de+nsga2	1999	0.02212673343287741	394
rb-driver	Bidirectional ring, de+nsga2	588.2	0.005045894795701831	157
rb-driver	Erdos-Renyi, cmaes	1999	57156.19074302517	492
gr-driver	Erdos-Renyi, de+nsga2	455.3	0.00006895634323100808	104
rb-driver	Bidirectional chain, de+nelder mead	51.8	0.000729409021195499	22
ra-driver	Barabasi-Albert, xnes	1999	138.37957863246373	508
ra-driver	1-2-3 Ring, pso_gen	1999	83.79503952464592	359
ra-driver	Rim, de	163	0.277465719640702	61
ra-driver	Erdos-Renyi, de+nelder mead	238	0.30291883852922297	67
ra-driver	Erdos-Renyi, de+praxis	241.7	0.3163147945793696	60
rb-driver	1-2-3 Ring, de	604.7	0.004626082156349877	159
ra-driver	Broadcast, ihs	1999	26.50078668951707	429
rb-driver	1-2 Ring, cmaes	1999	90754.3046769429	505
rb-driver	Fully Connected, nsga2	1999	100042.90359189977	339
ra-driver	Watts-Strogatz, de1220	165.1	0.24432730450860163	50
gr-driver	Extended Barabasi-Albert, de1220	351.1	0.00017265450511971814	94
rb-driver	Rim, de+nelder mead	75.2	0.0003866945021416444	27
rb-driver	1-2-3 Ring, bee_colony	1999	0.6329882285096304	529
rb-driver	Rim, cmaes	1999	71538.5233661759	506
rb-driver	Rim, de1220	504.5	0.004656630739756015	162
rb-driver	Rim, de+nsga2	688.1	0.005938280700515739	206
ra-driver	Barabasi-Albert, de+nelder mead	178.9	0.2466789503486666	52
rb-driver	1-2 Ring, sade	956.4	0.00618414888179585	249
rb-driver	Broadcast, pso_gen	1999	5154.556068832622	377
ra-driver	1-2 Ring, bee_colony	42.8	0.15705088350921415	43
rb-driver	Hypercube, de+praxis	462.5	0.00540485826916911	237
rb-driver	Rim, sade	914.1	0.0019371744140947145	280
rb-driver	1-2 Ring, bee_colony	1999	0.03294458997388494	521
rb-driver	Broadcast, nsga2	1999	121692.58686300679	339
rb-driver	Watts-Strogatz, ihs	1999	76.19350321416493	530
rb-driver	Rim, de+de1220	548.6	0.00227219340965784	147
rb-driver	Watts-Strogatz, de	668.1	0.007606154754039459	176
ra-driver	Extended Barabasi-Albert, de+nelder mead	189.3	0.2881454594748618	50
rb-driver	Broadcast, de+praxis	921.2	0.008766558818779987	176
rb-driver	Erdos-Renyi, de1220	602.7	0.0011170088051460714	134
rb-driver	1-2 Ring, de+nsga2	662.4	0.029086095519973636	168
rb-driver	Bidirectional chain, pso	1999	5106.383033384922	339
rb-driver	Hypercube, de	470.375	0.004114312980589482	194
rb-driver	Fully Connected, de+de1220	538.3	0.0027695136453536177	143
rb-driver	Extended Barabasi-Albert, de	652.4	0.0007563257521799106	198
rb-driver	Extended Barabasi-Albert, cmaes	1999	57657.25808579101	557
rb-driver	Rim, de+pso	769.8	0.009403101626214029	221
rb-driver	Watts-Strogatz, nsga2	1999	47229.56519040633	352
rb-driver	Fully Connected, de+nsga2	704.6	0.017392528337169467	188
rb-driver	Hypercube, bee_colony	1999	0.7692103787771362	994
rb-driver	Extended Barabasi-Albert, de+sade	672.5	0.006003929952057997	194
rb-driver	1-2 Ring, ihs	1999	97.0574893191527	542
rb-driver	Bidirectional chain, de+praxis	61.6	0.000012666416132330285	22
rb-driver	1-2-3 Ring, de+praxis	13	0.00040158233385826974	947
rb-driver	Watts-Strogatz, de+nsga2	621.8	0.007700461145801978	1437
rb-driver	Hypercube, nsga2	1999	99652.2518514767	1901
rb-driver	1-2 Ring, xnes	1999	57053.214347553214	530
ra-driver	Erdos-Renyi, pso_gen	1999	81.82715748748332	322
rb-driver	Fully Connected, de+nelder mead	64.1	0.00037890525648120164	29
ra-driver	Erdos-Renyi, de+de1220	227	0.24699557861765697	67
rb-driver	Erdos-Renyi, de+nsga2	768.8	0.004239362823093134	171
rb-driver	Broadcast, de+nsga2	967.5	0.004339862754135848	192
rb-driver	Watts-Strogatz, de1220	511.4	0.0034367558372955325	133
rb-driver	Watts-Strogatz, de+praxis	448.3	0.0025679836026479383	114
rb-driver	Erdos-Renyi, de+praxis	852.3	0.003171953535056439	182
rb-driver	Erdos-Renyi, sade	953.3	0.002122170849166634	179
ak-driver	Fully Connected, sade	139	0.0434100096454384	54
gr-driver	Rim, de+sade	260.9	0.00013634315871402514	84
sw-driver	Hypercube, pso_gen	1999	2761.6019152569606	1149
sw-driver	Hypercube, pso	1999	2836.098906174046	1182
ak-driver	One-way ring, bee_colony	74.1	0.04427534178511694	30
gr-driver	Rim, pso	1999	25.238314394788866	444
gr-driver	Rim, de+de1220	1999	0.00985728460782076	457
sw-driver	Extended Barabasi-Albert, xnes	1999	-459402.8518108231	520
ak-driver	Bidirectional ring, ihs	1999	1.5748944777107288	518
rb-driver	Ageing Extended Barabasi-Albert, xnes	1999	70375.48385471333	517
ak-driver	Broadcast, pso	1999	10.301401506969762	370
ak-driver	Bidirectional ring, pso	1999	10.951853050443537	363
ra-driver	Erdos-Renyi, de+pso	264.1	0.22566812019226745	68
ak-driver	Hypercube, bee_colony	49.75	0.039634241194076214	31
sw-driver	Hypercube, bee_colony	52.8125	0.00017210139685630566	89
